caption,time,sharedPost/pageName/name,shares,engagements,cleaned_text,topic,topic_name
"THUNDERSTORM WATCH #NorthMin
Issued at 10:00 AM Wednesday,  December 11, 2024

Thunderstorms are 𝗠𝗢𝗥𝗘 likely to develop over 𝗡𝗢𝗥𝗧𝗛𝗘𝗥𝗡 𝗠𝗜𝗡𝗗𝗔𝗡𝗔𝗢 within 12 hours. 

All are advised to keep monitoring for updates.",2024-12-11T02:46:52.000Z,,1,9,thunderstorm watch HASHTAG_northmin issued wednesday december thunderstorms MORE likely develop NORTHERN MINDANAO within hours advised keep monitoring updates,9,Weather Advisory
"26 February 2025 | Joint Operation with City Engineers Electrical Division, 5 trees treaming, 3 trees cutting at Tinago Parking, Brgy Ditucalan.
#ICDRRMOPROACTIVE 
#RESCUE811 
#AsensoIliganon
#ClearingOperation",2025-02-26T09:16:01.000Z,,0,9,february joint operation city engineers electrical division trees treaming trees cutting tinago parking brgy ditucalan HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon HASHTAG_clearingoperation,8,Emergency Hotlines
"Thunderstorm Advisory No. 4  #MINPRSD

Issued at 06:00 PM 17 November 2024

Light to Moderate rainshowers with lightning and strong winds are expected over #LanaoDelNorte ( ILIGAN CITY ) which may persist within 1-2 hours and may affect nearby areas.

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-11-17T10:34:17.000Z,,0,3,thunderstorm advisory HASHTAG_minprsd issued pm november light moderate rainshowers lightning strong winds expected HASHTAG_lanaodelnorte city persist within hours affect nearby areas advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"Thunderstorm Advisory No. 5  FINAL  #MINPRSD
Issued at 05:54 AM 02 December 2024

All Thunderstorm Advisories over forecast areas are now terminated. However, all are still advised to continue monitoring for updates.

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-12-01T22:27:29.000Z,,0,3,thunderstorm advisory final HASHTAG_minprsd issued december thunderstorm advisories forecast areas terminated however still advised continue monitoring updates advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"At 2:00 PM today, the Low Pressure Area (LPA 12a) developed into Tropical Depression #QuerubinPH.

All are advised to monitor updates from DOST-PAGASA.",2024-12-17T07:50:40.000Z,,1,4,pm today low pressure area lpa developed tropical depression HASHTAG_querubinph advised monitor updates dostpagasa,7,Weather Disturbance Updates
Dragon Boat Race Finals,2024-09-22T01:19:32.000Z,City Government of Iligan,3,25,dragon boat race finals,0,Tropical Cyclone Bulletin
"𝐈𝐂𝐃𝐑𝐑𝐌𝐎 𝐋𝐎𝐂𝐀𝐋𝐈𝐙𝐄𝐃 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐔𝐏𝐃𝐀𝐓𝐄:
As of 05:13 PM | 07 January 2025

𝗟𝗶𝗴𝗵𝘁 𝗿𝗮𝗶𝗻𝘀 are being experienced over Barangay Rogongon, Iligan City.

𝗔𝗹𝗹 𝗿𝗶𝘃𝗲𝗿 𝗰𝗵𝗮𝗻𝗻𝗲𝗹𝘀 𝗮𝗿𝗲 𝗯𝗲𝗶𝗻𝗴 𝗺𝗼𝗻𝗶𝘁𝗼𝗿𝗲𝗱 𝗮𝗻𝗱 𝗮𝗿𝗲 𝗮𝘁 𝗻𝗼𝗿𝗺𝗮𝗹 𝘄𝗮𝘁𝗲𝗿 𝗹𝗲𝘃𝗲𝗹𝘀.

The ICDRRMO will continue to monitor. For emergencies, just call the hotline numbers 221-8459, 0997-726-2692, 0969-233-7878.",2025-01-07T09:22:51.000Z,,4,18,ICDRRMO LOCALIZED WEATHER UPDATE pm january Light rains experienced barangay rogongon city All river channels monitored normal water levels icdrrmo continue monitor emergencies call hotline numbers,3,PAGASA Weather Advisory
"Rainfall Advisory No. 2  #MINPRSD
Weather System: Easterlies 
Issued at 05:30 PM 09 March 2025

𝗟𝗶𝗴𝗵𝘁 𝘁𝗼 𝗠𝗼𝗱𝗲𝗿𝗮𝘁𝗲 𝗿𝗮𝗶𝗻𝘀 are expected over 𝗟𝗮𝗻𝗮𝗼 𝗗𝗲𝗹 𝗡𝗼𝗿𝘁𝗲 (Sultan Naga Dimaporo, Kapatagan, 𝗜𝗟𝗜𝗚𝗔𝗡 𝗖𝗜𝗧𝗬) 𝘄𝗶𝘁𝗵𝗶𝗻 𝘁𝗵𝗲 𝗻𝗲𝘅𝘁 𝟮-𝟯 𝗵𝗼𝘂𝗿𝘀.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 08:00 PM Today.

Source: MINDANAO PRSD",2025-03-09T10:03:47.000Z,,0,3,rainfall advisory HASHTAG_minprsd weather system easterlies issued pm march Light Moderate rains expected Lanao Del Norte sultan naga dimaporo kapatagan ILIGAN CITY within next hours public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today source mindanao prsd,1,Public Weather Advisory
"𝟏𝐬𝐭 𝐁𝐚𝐭𝐜𝐡 𝐨𝐟 𝐭𝐡𝐞 𝐈𝐧𝐜𝐢𝐝𝐞𝐧𝐭 𝐂𝐨𝐦𝐦𝐚𝐧𝐝 𝐒𝐲𝐬𝐭𝐞𝐦 (𝐈𝐂𝐒) 𝐄𝐱𝐞𝐜𝐮𝐭𝐢𝐯𝐞 𝐂𝐨𝐮𝐫𝐬𝐞 𝐓𝐫𝐚𝐢𝐧𝐢𝐧𝐠

Barangay leaders from 𝗧𝘂𝗯𝗼𝗱, 𝗨𝗽𝗽𝗲𝗿 𝗧𝗼𝗺𝗶𝗻𝗼𝗯𝗼, 𝗕𝗮𝗴𝗼𝗻𝗴 𝗦𝗶𝗹𝗮𝗻𝗴, 𝗛𝗶𝗻𝗮𝗽𝗹𝗮𝗻𝗼𝗻, 𝗣𝗮𝗹𝗮-𝗼, 𝗧𝗼𝗺𝗮𝘀 𝗖𝗮𝗯𝗶𝗹𝗶, 𝗨𝗯𝗮𝗹𝗱𝗼 𝗟𝗮𝘆𝗮, 𝗔𝗯𝘂𝗻𝗼, 𝗣𝘂𝗴𝗮𝗮𝗻, 𝗦𝗮𝗻𝘁𝗮 𝗘𝗹𝗲𝗻𝗮, 𝗧𝗮𝗺𝗯𝗮𝗰𝗮𝗻, 𝗟𝘂𝗶𝗻𝗮𝗯, 𝗮𝗻𝗱 𝗩𝗶𝗹𝗹𝗮 𝗩𝗲𝗿𝗱𝗲 participated in the ICS Executive Course Training, a critical step in strengthening disaster preparedness and response capabilities in Iligan City.

Facilitated by resource persons from the Office of Civil Defense (OCD), the training focused on the Incident Command System (ICS)—a globally recognized framework for disaster response. ICS ensures clear communication, streamlined coordination, and efficient management of emergency situations, empowering local leaders to make quick and informed decisions during crises.

By equipping barangay officials with essential disaster response skills, this initiative brings Iligan City one step closer to a safer, more resilient future!

#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2025-02-11T15:01:20.000Z,,3,23,st Batch Incident Command System ICS Executive Course Training barangay leaders Tubod Upper Tominobo Bagong Silang Hinaplanon Palao Tomas Cabili Ubaldo Laya Abuno Pugaan Santa Elena Tambacan Luinab Villa Verde participated ics executive course training critical step strengthening disaster preparedness response capabilities city facilitated resource persons office civil defense ocd training focused incident command system icsa globally recognized framework disaster response ics ensures clear communication streamlined coordination efficient management emergency situations empowering local leaders make quick informed decisions crises equipping barangay officials essential disaster response skills initiative brings city one step closer safer resilient future HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"THUNDERSTORM WATCH #MINPRSD
Issued at 9:30 AM, Friday, January 24, 2025

Thunderstorms are MORE LIKELY to develop over Northern Mindanao within 12 hours. All are advised to keep monitoring for updates.",2025-01-24T01:54:42.000Z,,0,4,thunderstorm watch HASHTAG_minprsd issued friday january thunderstorms likely develop northern mindanao within hours advised keep monitoring updates,9,Weather Advisory
"Rainfall Advisory No. 4  #MINPRSD
Weather System: Easterlies 
Issued at 11:00 AM 02 February 2025

𝗟𝗶𝗴𝗵𝘁 𝘁𝗼 𝗠𝗼𝗱𝗲𝗿𝗮𝘁𝗲 𝗿𝗮𝗶𝗻𝘀 are expected over 𝗟𝗮𝗻𝗮𝗼 𝗗𝗲𝗹 𝗡𝗼𝗿𝘁𝗲 (𝗜𝗟𝗜𝗚𝗔𝗡 𝗖𝗜𝗧𝗬) 𝘄𝗶𝘁𝗵𝗶𝗻 𝘁𝗵𝗲 𝗻𝗲𝘅𝘁 𝟮-𝟯 𝗵𝗼𝘂𝗿𝘀.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 02:00 PM Today.

Source: Mindanao Prsd",2025-02-02T03:59:12.000Z,,0,4,rainfall advisory HASHTAG_minprsd weather system easterlies issued february Light Moderate rains expected Lanao Del Norte ILIGAN CITY within next hours public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today source mindanao prsd,1,Public Weather Advisory
"#EarthquakePH #EarthquakeBatangas
#iFelt_BatangasEarthquake
Earthquake Information No.1
Date and Time: 20 January 2025 - 06:43 PM
Magnitude = 5.4
Depth = 074 km
Location = 13.94°N, 120.41°E - 026 km N 64° W of Calatagan (Batangas)
Reported Intensities:
Instrumental Intensity: 
Intensity III - QUEZON CITY 

https://earthquake.phivolcs.dost.gov.ph/.../2025_0120...",2025-01-20T11:03:18.000Z,Philippine Institute of Volcanology and Seismology (PHIVOLCS-DOST),0,7,HASHTAG_earthquakeph HASHTAG_earthquakebatangas HASHTAG_ifelt_batangasearthquake earthquake information date time january pm magnitude depth km location km calatagan batangas reported intensities instrumental intensity intensity iii quezon city,7,Weather Disturbance Updates
"Thunderstorm Advisory No. 26 #MIN_PRSD
Issued at 03:55 PM, Friday, 04 October 2024

𝗠𝗼𝗱𝗲𝗿𝗮𝘁𝗲 𝘄𝗶𝘁𝗵 𝗼𝗰𝗰𝗮𝘀𝗶𝗼𝗻𝗮𝗹𝗹𝘆 𝗵𝗲𝗮𝘃𝘆  (4.5-7.5 with occasionally 7.5-15 liters/meter^2 per hour) 𝐫𝐚𝐢𝐧𝐬𝐡𝐨𝐰𝐞𝐫𝐬 𝐰𝐢𝐭𝐡 𝐥𝐢𝐠𝐡𝐭𝐧𝐢𝐧𝐠 𝐚𝐧𝐝 𝐬𝐭𝐫𝐨𝐧𝐠 𝐰𝐢𝐧𝐝𝐬 𝐝𝐮𝐞 𝐭𝐨 𝐭𝐡𝐮𝐧𝐝𝐞𝐫𝐬𝐭𝐨𝐫𝐦𝐬 are being experienced in 𝐋𝐚𝐧𝐚𝐨 𝐝𝐞𝐥 𝐍𝐨𝐫𝐭𝐞 (𝐈𝐥𝐢𝐠𝐚𝐧 𝐂𝐢𝐭𝐲).

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-10-04T07:58:54.000Z,,2,8,thunderstorm advisory HASHTAG_min_prsd issued pm friday october Moderate occasionally heavy occasionally litersmeter per hour rainshowers lightning strong winds due thunderstorms experienced Lanao del Norte Iligan City advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"Thunderstorm Advisory No. 4 #MINPRSD

Issued at 09:00 PM, Sunday, 29 September 2024

Light to moderate (2.5-5.5 liters/meter^2 per hour) #rainshowers with lightning and strong winds due to thunderstorms are being experienced in #LanaodelNorte(Balo-i, ILIGAN CITY, Matungao), and may affect nearby areas.

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.
Keep monitoring for updates.",2024-09-29T14:18:10.000Z,,0,8,thunderstorm advisory HASHTAG_minprsd issued pm sunday september light moderate litersmeter per hour HASHTAG_rainshowers lightning strong winds due thunderstorms experienced HASHTAG_lanaodelnortebaloi city matungao affect nearby areas advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"In case of emergency, please call:

📱 TM: 0967 871 4388 / SMT: 0930 116 5433
☎️ Central FS: 160 / 221-9055 / 224-7726
☎️ Dalipuga FS: 222- 6000
☎️ Sta Filomena FS: 229-3826
☎️ San Miguel FS: 229-1655
☎️ Saray FS: 229-1794
☎️ Tubod FS: 229-1499
☎️ Maria Cristina FS: 221-2439
☎️ Buru-un FS: 229-1458",2025-03-31T05:33:13.000Z,IliganCity FireStation,0,3,case emergency please call tm smt central fs dalipuga fs sta filomena fs san miguel fs saray fs tubod fs maria cristina fs buruun fs,7,Weather Disturbance Updates
"Thunderstorm Advisory No. 2  #MINPRSD

Issued at 01:26 PM 01 December 2024

Moderate to heavy rainshowers with lightning and strong winds are being experienced in #LanaoDelNorte ( ILIGAN CITY ) and may affect nearby areas.
All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-12-01T05:36:24.000Z,,18,35,thunderstorm advisory HASHTAG_minprsd issued pm december moderate heavy rainshowers lightning strong winds experienced HASHTAG_lanaodelnorte city affect nearby areas advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
OCTOBER 15, 2024   |   TUESDAY
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2024-10-16T00:15:36.000Z,,0,7,Operations Warning Responses october tuesday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"𝐈𝐂𝐃𝐑𝐑𝐌𝐎 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐔𝐏𝐃𝐀𝐓𝐄
ISSUED AT: 5:00 AM 08 February 2025
VALID UNTIL: 5:00 AM Tomorrow

𝐒𝐘𝐍𝐎𝐏𝐒𝐈𝐒: Easterlies affecting Mindanao.

𝐅𝐎𝐑𝐄𝐂𝐀𝐒𝐓:
Caraga and Davao Region will have cloudy skies due with scattered rains and isolated thunderstorm due to Easterlies. Possible flash flood or landslide due to moderate to heave to at times of intense rains. The rest of Mindanao will have a partly cloudy to cloudy skies with isolated rainshowers and thunderstorm due to Easterlies. Light to moderate winds from east to northeast with slight to moderate seas.

Source: Mindanao Prsd",2025-02-07T21:29:32.000Z,,2,11,ICDRRMO WEATHER UPDATE issued february valid tomorrow SYNOPSIS easterlies affecting mindanao FORECAST caraga davao region cloudy skies due scattered rains isolated thunderstorm due easterlies possible flash flood landslide due moderate heave times intense rains rest mindanao partly cloudy cloudy skies isolated rainshowers thunderstorm due easterlies light moderate winds east northeast slight moderate seas source mindanao prsd,9,Weather Advisory
"Rainfall Advisory No. 4  #MINPRSD

Weather System: Easterlies 
Issued at 08:00 PM 23 February 2025

Light to Moderate rains are expected over  #LanaoDelNorte ( ILIGAN CITY ) within the next 2-3 hours.
 
The public and Iligan City Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 11:00 PM Today.",2025-02-23T12:13:17.000Z,,1,9,rainfall advisory HASHTAG_minprsd weather system easterlies issued pm february light moderate rains expected HASHTAG_lanaodelnorte city within next hours public city disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today,1,Public Weather Advisory
"As of 8:00 AM today, 31 March 2025, a Low Pressure area (LPA 3b) is being monitored outside the Philippine Area of Responsibility (PAR) and is ""UNLIKELY"" to develop into a tropical depression within the next 24 hours.

All are advised to monitor updates from DOST-PAGASA.",2025-03-31T02:32:40.000Z,DOST-PAGASA,0,4,today march low pressure area lpa monitored outside philippine area responsibility par unlikely develop tropical depression within next hours advised monitor updates dostpagasa,7,Weather Disturbance Updates
"MINDANAO WEATHER FORECAST #MINPRSD

ISSUED AT: 5:00 PM 06 March 2025

VALID UNTIL: 5:00 PM Tomorrow",2025-03-06T09:18:56.000Z,,0,5,mindanao weather forecast HASHTAG_minprsd issued pm march valid pm tomorrow,9,Weather Advisory
"Rainfall Advisory No. 5  #MINPRSD

Weather System: Easterlies 
Issued at 02:00 PM 27 January 2025

Light to Moderate rains are expected over  #LanaoDelNorte ( ILIGAN CITY , Kauswagan, Linamon, Baloi, Baroy, Tubod) within the next 2-3 hours.

The public and Iligan CIty Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 05:00 PM Today.",2025-01-27T06:26:11.000Z,,0,3,rainfall advisory HASHTAG_minprsd weather system easterlies issued pm january light moderate rains expected HASHTAG_lanaodelnorte city kauswagan linamon baloi baroy tubod within next hours public city disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today,1,Public Weather Advisory
"On 𝗠𝗮𝗿𝗰𝗵 𝟱, 𝟮𝟬𝟮𝟱 at 𝙎𝙬𝙚𝙚𝙩 𝙈𝙤𝙢𝙢𝙮’𝙨 𝙂𝙖𝙧𝙙𝙚𝙣, 𝙋𝙖𝙡𝙖𝙤, 𝙄𝙡𝙞𝙜𝙖𝙣 𝘾𝙞𝙩𝙮, the 𝟭𝘀𝘁 𝗤𝘂𝗮𝗿𝘁𝗲𝗿 𝗜𝗹𝗶𝗴𝗮𝗻 𝗖𝗶𝘁𝘆 𝗗𝗶𝘀𝗮𝘀𝘁𝗲𝗿 𝗥𝗶𝘀𝗸 𝗥𝗲𝗱𝘂𝗰𝘁𝗶𝗼𝗻 𝗮𝗻𝗱 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁 𝗖𝗼𝘂𝗻𝗰𝗶𝗹 (𝗜𝗖𝗗𝗥𝗥𝗠𝗖) 𝗠𝗲𝗲𝘁𝗶𝗻𝗴 convened key stakeholders to discuss strategic plans and initiatives for disaster preparedness and response.

A significant highlight of the meeting was the exchange of 𝗣𝗹𝗮𝗾𝘂𝗲𝘀 𝗼𝗳 𝗖𝗼𝗺𝗺𝗲𝗻𝗱𝗮𝘁𝗶𝗼𝗻 between the 𝗟𝗼𝗰𝗮𝗹 𝗚𝗼𝘃𝗲𝗿𝗻𝗺𝗲𝗻𝘁 𝗼𝗳 𝗜𝗹𝗶𝗴𝗮𝗻 𝗖𝗶𝘁𝘆 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗠𝘂𝗻𝗶𝗰𝗶𝗽𝗮𝗹𝗶𝘁𝘆 𝗼𝗳 𝗠𝗮𝗻𝘁𝗶𝗰𝗮𝗼, signifying strengthened collaboration in disaster resilience. The exchange was personally led by 𝙄𝙡𝙞𝙜𝙖𝙣 𝘾𝙞𝙩𝙮 𝙈𝙖𝙮𝙤𝙧 𝙁𝙧𝙚𝙙𝙚𝙧𝙞𝙘𝙠 𝙒. 𝙎𝙞𝙖𝙤 𝙖𝙣𝙙 𝙈𝙖𝙣𝙩𝙞𝙘𝙖𝙤 𝙈𝙖𝙮𝙤𝙧 𝙎𝙩𝙚𝙥𝙝𝙚𝙣 𝙎. 𝙏𝙖𝙣, underscoring the shared commitment of both local governments to proactive disaster risk reduction and inter-local cooperation.

#ICDRRMOPROACTIVE
#1stQuarterICDRMMCMeeting2025
#CouncilMeeting2025 
#AsensoIliganon",2025-03-06T01:03:00.000Z,,9,25,March Sweet Mommys Garden Palao Iligan City st Quarter Iligan City Disaster Risk Reduction Management Council ICDRRMC Meeting convened key stakeholders discuss strategic plans initiatives disaster preparedness response significant highlight meeting exchange Plaques Commendation Local Government Iligan City Municipality Manticao signifying strengthened collaboration disaster resilience exchange personally led Iligan City Mayor Frederick Siao Manticao Mayor Stephen Tan underscoring shared commitment local governments proactive disaster risk reduction interlocal cooperation HASHTAG_icdrrmoproactive HASHTAG_stquartericdrmmcmeeting HASHTAG_councilmeeting HASHTAG_asensoiliganon,6,DRRM Office Activities
"General Flood Advisory
Issued @6AM, 28 March 2025

Region 10 (Northern Mindanao) GFA#2 Final",2025-03-27T22:02:17.000Z,DOST-PAGASA,0,2,general flood advisory issued march region northern mindanao gfaHASHTAG_ final,5,General Flood Advisory
"MINDANAO WEATHER FORECAST #MINPRSD

ISSUED AT: 5:00 AM 28 January 2025

VALID UNTIL: 5:00 AM Tomorrow",2025-01-27T21:23:40.000Z,,1,30,mindanao weather forecast HASHTAG_minprsd issued january valid tomorrow,9,Weather Advisory
"As of 8:00 PM today, 04 March 2025, No Low Pressure Areas are being monitored for tropical cyclone formation.
All are advised to monitor updates from DOST-PAGASA.",2025-03-04T14:13:19.000Z,DOST-PAGASA,0,2,pm today march low pressure areas monitored tropical cyclone formation advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"Thunderstorm Advisory No. 3  #MINPRSD

Issued at 03:40 PM 02 December 2024

#LanaoDelNorte ( ILIGAN CITY ) which may persist within 1-2 hours and may affect nearby areas.
All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-12-02T07:59:48.000Z,,0,7,thunderstorm advisory HASHTAG_minprsd issued pm december HASHTAG_lanaodelnorte city persist within hours affect nearby areas advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
